,Price,Posting_Date,URL,Description,Rooms_and_Sqft,Nearby_Location
1015,$3095,Fri 08 Nov 02:33:15 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-yayyy-hamco-is-here/7016228346.html,ð¤ð»ð¤ð» YAYYY!! HAMCO IS HERE! ð¤ð»ð¤ð»,"2br -
                    1100ft2 -", (101 S. 39th Street - University City)
1016,$3095,Fri 08 Nov 02:31:25 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-whoa-whoa/7016213350.html,"WHOA, WHOAâ¦","2br -
                    1100ft2 -", (101 S. 39th Street - University City)
1017,$1895,Fri 08 Nov 02:32:08 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7016238005.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
1018,$5145,Fri 08 Nov 02:24:54 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-hey-penn-students-time-to/7016210307.html,ðð» HEY PENN STUDENTS ðð»  TIME TO MAKE THE MOVE TO HAMCO,"4br -
                    1540ft2 -", (101 S. 39th Street - University City)
1019,$3095,Fri 08 Nov 02:23:47 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-upenn-off-campus-checklist/7016219197.html,UPENN OFF-CAMPUS CHECKLISTâ¦. ââ,"2br -
                    1100ft2 -", (101 S. 39th Street - UPENN)
1020,$1914,Fri 08 Nov 02:20:32 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-1b/7016227710.html,1 Month Free rent for 1B/1BR 6 months or more for November 2019,"1br -
                    696ft2 -",
1021,$3140,Fri 08 Nov 02:15:19 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-2b/7013447688.html,1 Month Free rent for 2B/2BR 6 months or more November 2019,"2br -
                    958ft2 -",
1022,$1200,Fri 08 Nov 02:14:33 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-bright-one-bedroom-apt/7016222452.html,Bright One Bedroom Apt with Stunning Views & Modern Kitchen - Rent Now,1br -, (University City)
1023,$94900,Fri 08 Nov 02:06:28 PM,https://philadelphia.craigslist.org/reo/d/philadelphia-open-house-am-to-noon/7016215278.html,OPEN HOUSE 11/10/19 11 am to Noon,"5br -
                    1830ft2 -"," (3938 Aspen St, Philadelphia, PA 19104)"
1024,$3795,Fri 08 Nov 02:01:17 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-ready-set-hamco/7016202765.html,"Ready, Set, HAMCO","3br -
                    1310ft2 -", (101 S. 39th Street - UPENN)
1025,$1150,Fri 08 Nov 01:19:12 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-excellent-2-bed-1-bath-apt/7016152865.html,"EXCELLENT 2 BED 1 BATH APT! H/W FLOOR, A/C & MORE! 4034 BARING ST",2br -, (4034 Baring St>DrexelU>UPenn>Philadelphia)
1026,$3140,Fri 08 Nov 12:14:17 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for/7016113138.html,1 Month Free rent for leases 6 months or more for November 2019,"2br -
                    958ft2 -",
1027,$3285,Fri 08 Nov 11:52:19 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-one-month-free-rent-on-6/7000093612.html,One Month Free Rent on 6 Month Lease or Higher 2B/2BR October 2019,"2br -
                    958ft2 -",
1028,$550,Fri 08 Nov 11:24:35 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-luxury-bedroom-in-4-bed-2/7016020729.html,"LUXURY BEDROOM in a 4 bed 2 ba apt, C/A, W/D & MORE!4001 Baring St #1",4br -, (4001 Baring St>UPenn>Drexel>West Powelton>Philadelphia)
1029,$2550,Fri 08 Nov 11:16:06 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-39th-pine-street-3-bedroom/7009482704.html,39th & Pine Street - 3 BEDROOM CLOSE TO UPENN,3br -," (University City, UPenn, Drexel, USP, Walnut Hill)"
1030,$2025,Fri 08 Nov 11:15:52 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-nd-street-3-bedroom-close/7009489578.html,212 S. 42nd Street- 3 BEDROOM CLOSE TO UPENN,3br -," (University City, UPenn, Drexel, USP, Walnut Hill)"
1031,$1690,Fri 08 Nov 10:51:20 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-one-month-free-on-6-month/7012054036.html,One Month Free on 6 Month or Higher Lease for November 2019,415ft2 -,
1032,$1250,Fri 08 Nov 10:31:53 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-sun-drenched-4-bed-1-bath/7016020936.html,"SUN DRENCHED 4 BED 1 BATH! C/A, W/D, H/W FLOOR & MORE! CALL NOW!!!!!!!",4br -, (621 N 33rd St>POWELTON>DREXEL>UPENN)
1033,$1099,Fri 08 Nov 10:25:40 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-price-drop-drexel-upenn-2/7016020777.html,"PRICE DROP! DREXEL/UPENN 2 Bed 1 Bath w/W/D, C/A & MORE!!",2br -, (3407 Wallace St > DREXEL > UNIVERSITY CITY)
1034,$1910,Fri 08 Nov 08:49:24 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-one-month-free-rent-on-6/7000001960.html,One Month Free Rent on 6 Month Lease or Higher 1B/1BR October 2019,"1br -
                    692ft2 -",
1035,$1895,Fri 08 Nov 07:39:32 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7015936490.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
1036,$1895,Thu 07 Nov 10:07:31 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7015841505.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
1037,$1000,Thu 07 Nov 08:49:20 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-1-bedroom/7007663003.html,Beautiful 1 Bedroom Apartment - 2nd Floor,1br -, (Bear)
1038,$600,Thu 07 Nov 07:42:16 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-rdhaverford-43rd-and/7000361547.html,$600 43rdè·Haverfordå¤§å­¦åæ¿å­/43rd and Haverford University City House,, (University City)
1039,$1665,Thu 07 Nov 06:45:42 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-one-month-free-rent-on-6/7004742721.html,One Month Free Rent on 6 Month Lease or Higher Studio October 2019,582ft2 -,
1040,$1000,Thu 07 Nov 05:57:52 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-up-to-date-2bd-1ba-with/7015719639.html,"Up-to-date 2BD/1BA with New HW Flooring, Patio/Yard & Porch - Must See",2br -, (West Philadelphia)
1041,$500,Thu 07 Nov 04:44:06 PM,https://philadelphia.craigslist.org/roo/d/philadelphia-furnished-room-for-rent/7015669593.html,* Furnished Room for rent - Available immediately *,, (University City)
1042,$1945,Thu 07 Nov 04:28:43 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bedroom-university-city/7006254263.html,"1- Bedroom University City, Philadelphia Close to Hospitals/ CHOP","1br -
                    692ft2 -",
1043,$1750,Thu 07 Nov 04:13:00 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-move-in-now-excellent-2bd/7015646824.html,Move in NOW: Excellent 2BD with Great Kitchen Appliances - Pets are OK,2br -, (West Powelton)
1044,$409900,Thu 07 Nov 04:01:00 PM,https://philadelphia.craigslist.org/reb/d/philadelphia-captivating-multi-unit/7015637665.html,Captivating Multi-unit Bldg w. Private Garage - Available in Belmont!,, (Belmont)
1045,$1215,Thu 07 Nov 03:48:57 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-quiet-place-radiant-studio/7015628720.html,Quiet Place! Radiant Studio w. Upgraded Kitchen - Newly Renovated!,, (University City)
1046,$1225,Thu 07 Nov 03:45:51 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-amiable-studio-1bd-updated/7015626322.html,"Amiable Studio/1BD w. Updated Kitchen, HW - Newly Rehabbed!",, (University City)
1047,$1950,Thu 07 Nov 03:46:37 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-avail-immediately/7015626916.html,Avail. Immediately: Unbeatable 1st-floor Corner Comm Space with BSMNT,, (Mantua)
1048,$795,Thu 07 Nov 03:38:51 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1br-apt-at-haverford-apts/7010166150.html,1BR Apt At Haverford Apts!!,3br -, (Philadelphia)
1049,$1695,Thu 07 Nov 03:39:18 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-2-bed-1-bath-apt/7015621382.html,Beautiful 2-Bed/1-Bath Apt with Lots of Modern Updates - Move-in NOW!,2br -, (University City)
1050,$3175,Thu 07 Nov 03:26:21 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-2b/7015611232.html,1 Month Free rent for 2B/2BR 6 months or more November 2019,"2br -
                    1240ft2 -",
1051,$1250,Thu 07 Nov 03:11:01 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-sun-drenched-4-bed-1-bath/7015588298.html,"SUN DRENCHED 4 BED 1 BATH! C/A, W/D, H/W FLOOR & MORE! CALL NOW!!!!!!!",4br -, (621 N 33rd St>POWELTON>DREXEL>UPENN)
1052,$1099,Thu 07 Nov 02:57:57 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-price-drop-drexel-upenn-2/7015588239.html,"PRICE DROP! DREXEL/UPENN 2 Bed 1 Bath w/W/D, C/A & MORE!!",2br -, (3407 Wallace St > DREXEL > UNIVERSITY CITY)
1053,$1295,Thu 07 Nov 02:15:01 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-4br-house-located-in-west/7015553163.html,4BR House Located in West Philadelphia!!,4br -, (Philadelphia)
1054,$1695,Thu 07 Nov 01:35:35 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-move-in-immediately/7015520869.html,Move in Immediately: Terrific 2BD with Lovely Kitchen & Great Updates,2br -, (University City)
1055,$1295,Thu 07 Nov 01:32:50 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-4br-house-located-in-west/7014111336.html,4BR House Located in West Philadelphia!!,4br -, (Philadelphia)
1056,$850,Thu 07 Nov 01:22:36 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-renovated-studio/7009453799.html,Great Renovated Studio close to Drexel and UPenn available NOW!,, (University city)
1057,$1895,Thu 07 Nov 01:23:58 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7015510981.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
1058,$3140,Thu 07 Nov 12:23:42 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-one-month-free-rent-on-6/7011431236.html,One Month Free Rent on 6 Month Lease or Higher 2B/2BR November 2019,"2br -
                    958ft2 -",
1059,$1250,Thu 07 Nov 12:19:13 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-sun-drenched-4-bed-1-bath/7015436827.html,"SUN DRENCHED 4 BED 1 BATH! C/A, W/D, H/W FLOOR & MORE! CALL NOW!!!!!!!",4br -, (621 N 33rd St>POWELTON>DREXEL>UPENN)
1060,$1805,Thu 07 Nov 11:38:32 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-one-month-free-rent-on-6/7011351255.html,One Month Free Rent on 6 Month Lease or Higher 1B/1BR November 2019,"1br -
                    685ft2 -",
1061,$525,Thu 07 Nov 10:41:12 AM,https://philadelphia.craigslist.org/sub/d/philadelphia-fully-furnished-single/7015374426.html,Fully furnished single room in a 2 bed-1 bath apartment available,1br -, (Philadelphia)
1062,$1914,Thu 07 Nov 10:37:01 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-1b/7015371443.html,1 Month Free rent for 1B/1BR 6 months or more for November 2019,"1br -
                    696ft2 -",
1063,$1715,Thu 07 Nov 09:31:23 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for/7015326116.html,1 Month Free rent for leases 6 months or more for November 2019,415ft2 -,
1064,$1690,Thu 07 Nov 08:07:34 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-november-move/7013601943.html,1 Month Free November Move- In! Studio University City High- Rise,415ft2 -,
1065,$75000,Thu 07 Nov 12:10:44 AM,https://philadelphia.craigslist.org/reb/d/philadelphia-38xx-wyalusing-ave/6999792688.html,38XX Wyalusing Ave.,3br -, (Philadelphia Zoo Area)
1066,$1945,Wed 06 Nov 11:55:37 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bedroom-university-city/7003318100.html,1- Bedroom University City Promotion! 1- Month Free,"1br -
                    692ft2 -",
1067,$1685,Wed 06 Nov 11:22:23 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for/7008730276.html,1 Month Free rent for leases 6 months or more for October 2019,427ft2 -,
1068,$1665,Wed 06 Nov 09:52:37 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-one-month-free-on-6-month/7007633117.html,One Month Free on 6 Month or Higher Lease for October 2019,582ft2 -,
1069,$1665,Wed 06 Nov 09:18:23 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-immediate-move-in-promo-jr/7001637405.html,Immediate Move- In Promo Jr. 1 Bedroom(1- Month Free!) University City,582ft2 -,
1070,$1685,Wed 06 Nov 07:26:37 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-one-month-free-rent-on-6/7004521051.html,One Month Free Rent on 6 Month Lease or Higher Studio October 2019,427ft2 -,
1071,$409900,Wed 06 Nov 06:11:04 PM,https://philadelphia.craigslist.org/reb/d/philadelphia-wonderful-investment/7015061158.html,Wonderful Investment Opportunity! 5-Unit Bldg with Garage - Belmont,, (Belmont)
1072,$1099,Wed 06 Nov 05:42:32 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-price-drop-drexel-upenn-2/7015049639.html,"PRICE DROP! DREXEL/UPENN 2 Bed 1 Bath w/W/D, C/A & MORE!!",2br -, (3407 Wallace St > DREXEL > UNIVERSITY CITY)
1073,$1275,Wed 06 Nov 05:32:48 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-nov-15-studio-1ba-high/7015042922.html,"Nov. 15: Studio/1BA w. High Ceiling, Huge Windows - Freshly Renovated!",, (University City)
1074,$1200,Wed 06 Nov 05:26:10 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-favorite-neighborhood/7015038174.html,Favorite Neighborhood! Modern 1BD Apt with Lovely Kitchen - Pets OK!,1br -, (University City)
1075,$3140,Wed 06 Nov 05:04:25 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-2-bedroom-university-city/7003740534.html,"2-Bedroom University City, Philadelphia October Special Month Free!","2br -
                    958ft2 -",
1076,$3250,Wed 06 Nov 04:25:34 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-2b/7014995015.html,1 Month Free rent for 2B/2BR 6 months or more November 2019,"2br -
                    1140ft2 -",
1077,$3095,Wed 06 Nov 03:57:23 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-you-asked-we-delivered/7014973736.html,You [ASKED]    ð¥   We [Delivered]    ð¥  HamCo Is Here For You!   ð¥,"2br -
                    1100ft2 -", (101 S. 39th Street - University City)
1078,$5895,Wed 06 Nov 03:53:32 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-hamco-just-got-waaaaaaaay/7014970848.html,HamCo just got WAAAAAAAAY better! ð¯,"5br -
                    1610ft2 -", (101 S. 39th Street - University City)
1079,$3795,Wed 06 Nov 03:55:24 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-prevent-the-burn-out-come/7014972236.html,Prevent the burn out â¦.  Come to HAMCO ð¥ð¥,"3br -
                    1310ft2 -", (101 S. 39th Street - UPENN)
1080,$3095,Wed 06 Nov 03:49:17 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-big-news-hamco/7014967464.html,ð¯ BIG NEWS: HamCo,"2br -
                    1100ft2 -", (101 S. 39th Street - UPENN)
1081,$5895,Wed 06 Nov 03:44:59 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-check-out-hamco-things-are/7014964335.html,ð¥ð¥Check out HamCoâ¦ Things are HEATING UPð¥ð¥,"5br -
                    1610ft2 -", (101 S. 39th Street - University City)
1082,$3175,Wed 06 Nov 03:43:55 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-one-month-free-on-2b-2br-6/7012260092.html,One Month Free on a 2B/2BR 6 Month or Higher Lease for November 2019,"2br -
                    1240ft2 -",
1083,$3095,Wed 06 Nov 03:38:27 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-flash-listing-click-for/7014959326.html,â¡ï¸::FLASH LISTING:: â¡ï¸Click For The Details,"2br -
                    1100ft2 -", (101 S. 39th Street - UPENN)
1084,$3795,Wed 06 Nov 03:33:34 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-hamilton-court-is/7014955403.html,ðð Hamilton Court Is,"3br -
                    1310ft2 -", (101 S. 39th Street - University City)
1085,$795,Wed 06 Nov 03:30:08 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1br-apt-at-haverford-apts/7009356742.html,1BR Apt At Haverford Apts!!,1br -, (Philadelphia)
1086,$5145,Wed 06 Nov 03:27:06 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-dont-gamble-on-your-living/7014950346.html,Donât Gamble ð² ð² On Your Living Situation [Click Here],"4br -
                    1540ft2 -", (101 S. 39th Street - University City)
1087,$3795,Wed 06 Nov 03:23:09 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-penn-alert-hamco-is-now/7014947378.html,ð::  PENN ALERT:: ð HamCo Is Now Leasing,"3br -
                    1310ft2 -", (101 S. 39th Street - University City)
1088,$109,Wed 06 Nov 03:19:27 PM,https://philadelphia.craigslist.org/reo/d/philadelphia-th-st-phila-pa-19104/7014944529.html,"760 N 38th St Phila, PA 19104","3br -
                    1198ft2 -", (Mantua area)
1089,$1889,Wed 06 Nov 03:07:46 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-1b/7014935076.html,1 Month Free rent for 1B/1BR 6 months or more for November 2019,"1br -
                    698ft2 -",
1090,$1665,Wed 06 Nov 02:53:03 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-jr-1-bedroom-close-to/7007605845.html,Jr. 1- Bedroom Close to University City Hospitals,582ft2 -,
1091,$5145,Wed 06 Nov 02:13:27 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-penn-click-here-while-you/7014889436.html,PENN - CLICK HERE WHILE YOU STILL CAN,"4br -
                    1540ft2 -", (101 S. 39th Street - University City)
1092,$1295,Wed 06 Nov 01:25:06 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-section-8-approved-4br-home/7009382300.html,Section 8 Approved 4BR Home!!,4br -, (Philadelphia)
1093,$1914,Wed 06 Nov 01:11:37 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-one-month-free-on-1b-1br-6/7012152439.html,One Month Free on a 1B/1BR 6 Month or Higher Lease for November 2019,"1br -
                    696ft2 -",
1094,$1895,Wed 06 Nov 01:08:23 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7014832717.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
1095,$1150,Wed 06 Nov 12:38:59 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-4034-baring-st-2-available/7014713400.html,4034 Baring St #2 â Available NOW  Fantastic opportunity to live in th,2br -, (4034 Baring St>DrexelU>UPenn>Philadelphia)
